full_text,description_clean,prevention_clean,description_length,context_length,has_root_cause,has_prevention,severity_encoded,is_resolved,hour,day_of_week,is_business_hours,has_traceback,has_exception,has_timeout,has_connection,has_file,has_permission,has_null,has_syntax,category_target,has_fix
"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",Failed to communicate with agent,,32,307,0,0,2,0,18,2,0,0,1,0,0,1,0,0,0,unknown,0
"Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.,,210,110,0,0,2,0,16,2,1,0,0,0,0,1,0,0,0,unknown,0
"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:191:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",Failed to communicate with agent,,32,307,0,0,2,0,16,2,1,0,1,0,0,1,0,0,0,unknown,0
"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:190:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:90:24)""} ",Failed to communicate with agent,,32,307,0,0,2,0,20,1,0,0,1,0,0,1,0,0,0,unknown,0
"Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.,,210,110,0,0,2,0,20,1,0,0,0,0,0,1,0,0,0,unknown,0
"Cannot read properties of undefined (reading 'split') {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at vg (http://tauri.localhost/assets/index-CSuOJCx0.js:9:81591)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at bg (http://tauri.localhost/assets/index-CSuOJCx0.js:9:75460)\n at main (<anonymous>)\n at div (<anonymous>)\n at v0 (http://tauri.localhost/assets/index-CSuOJCx0.js:144:44040)\n at py (http://tauri.localhost/assets/index-CSuOJCx0.js:103:5621)\n at j0 (http://tauri.localhost/assets/index-CSuOJCx0.js:150:5220)\n at Xm (http://tauri.localhost/assets/index-CSuOJCx0.js:9:68439)""} ",Cannot read properties of undefined (reading 'split'),,53,641,0,0,4,0,21,0,0,0,1,0,0,1,0,1,0,unknown,0
"An error occurred. See https://github.com/styled-components/styled-components/blob/main/packages/styled-components/src/utils/errors.md#17 for more information. {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at A (http://tauri.localhost/assets/index-BWvszXxX.js:30:15283)\n at button (<anonymous>)\n at A (http://tauri.localhost/assets/index-BWvszXxX.js:30:15283)\n at div (<anonymous>)\n at A (http://tauri.localhost/assets/index-BWvszXxX.js:30:15283)\n at qb (http://tauri.localhost/assets/index-BWvszXxX.js:129:29)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at $b (http://tauri.localhost/assets/index-BWvszXxX.js:131:3758)\n at div (<anonymous>)\n at div (<anonymous>)\n at main (<anonymous>)\n at div (<anonymous>)\n at D1 (http://tauri.localhost/assets/index-BWvszXxX.js:244:44040)\n at Cv (http://tauri.localhost/assets/index-BWvszXxX.js:203:5621)\n at M1 (http://tauri.localhost/assets/index-BWvszXxX.js:250:5220)\n at Ly (http://tauri.localhost/assets/index-BWvszXxX.js:9:68439)""} ",An error occurred. See https://github.com/styled-components/styled-components/blob/main/packages/styled-components/src/utils/errors.md#17 for more information.,,159,934,0,0,4,0,17,0,1,0,1,0,0,1,0,0,0,unknown,0
"An error occurred. See https://github.com/styled-components/styled-components/blob/main/packages/styled-components/src/utils/errors.md#17 for more information. {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at A (http://tauri.localhost/assets/index-BWvszXxX.js:30:15283)\n at div (<anonymous>)\n at A (http://tauri.localhost/assets/index-BWvszXxX.js:30:15283)\n at qb (http://tauri.localhost/assets/index-BWvszXxX.js:129:29)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at $b (http://tauri.localhost/assets/index-BWvszXxX.js:131:3758)\n at div (<anonymous>)\n at div (<anonymous>)\n at main (<anonymous>)\n at div (<anonymous>)\n at D1 (http://tauri.localhost/assets/index-BWvszXxX.js:244:44040)\n at Cv (http://tauri.localhost/assets/index-BWvszXxX.js:203:5621)\n at M1 (http://tauri.localhost/assets/index-BWvszXxX.js:250:5220)\n at Ly (http://tauri.localhost/assets/index-BWvszXxX.js:9:68439)""} ",An error occurred. See https://github.com/styled-components/styled-components/blob/main/packages/styled-components/src/utils/errors.md#17 for more information.,,159,842,0,0,4,0,17,0,1,0,1,0,0,1,0,0,0,unknown,0
"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",No active window found,,22,123,0,0,1,0,14,1,1,0,0,0,0,1,0,0,0,unknown,0
"Cannot read properties of undefined (reading 'split') {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at EventItem (http://localhost:5173/src/components/ActivityDashboard.tsx:663:22)\n at div (<anonymous>)\n at div (<anonymous>)\n at div (<anonymous>)\n at ActivityDashboard (http://localhost:5173/src/components/ActivityDashboard.tsx:21:7)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:37:60)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=20e8401e:3021:3)""} ",Cannot read properties of undefined (reading 'split'),,53,744,0,0,4,0,23,0,0,0,1,0,0,1,0,1,0,unknown,0
"Command plugin:dialog|save not allowed by ACL {""file"":""unknown"",""function"":""handleBackup"",""component"":""Sidebar"",""operation"":""backup database to ZIP"",""stack"":""""} ",Command plugin:dialog|save not allowed by ACL,,45,114,0,0,3,0,2,4,0,0,0,0,0,1,0,0,0,unknown,0
"Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects. {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",Planning took too long - DeepSeek AI made 25 attempts to analyze your project. This usually happens with very complex requirements. Try simplifying your project description or breaking it into smaller projects.,,210,110,0,0,2,0,2,4,0,0,0,0,0,1,0,0,0,unknown,0
"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at ge (http://tauri.localhost/assets/index-BdpeQFNS.js:375:113185)\n at async I (http://tauri.localhost/assets/index-BdpeQFNS.js:262:9027)""} ",Failed to communicate with agent,,32,295,0,0,2,0,2,4,0,0,1,0,0,1,0,0,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Failed to parse response: request or response body error: error reading a body from connection: unexpected EOF during chunk size line {""file"":""unknown"",""function"":""handleSendMessage"",""component"":""App"",""operation"":""send chat message"",""stack"":""""} ",Failed to parse response: request or response body error: error reading a body from connection: unexpected EOF during chunk size line,,133,110,0,0,2,0,22,3,0,0,1,0,1,1,0,0,1,unknown,0
"Failed to communicate with agent {""file"":""unknown"",""function"":""handleSubmit"",""component"":""ChatInterface"",""operation"":""send chat message"",""stack"":""Error: Failed to communicate with agent\n at handleSendMessage (http://localhost:5173/src/App.tsx:184:13)\n at async handleSubmit (http://localhost:5173/src/components/ChatInterface.tsx:69:24)""} ",Failed to communicate with agent,,32,307,0,0,2,0,22,3,0,0,1,0,0,1,0,0,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at LLMConfigPanel (http://localhost:5173/src/components/LLMConfigPanel.tsx:7:31)\n at main (<anonymous>)\n at div (<anonymous>)\n at App (http://localhost:5173/src/App.tsx:38:31)\n at ProjectsProvider (http://localhost:5173/src/contexts/ProjectsContext.tsx:7:36)\n at ErrorBoundary (http://localhost:5173/src/components/ErrorBoundary.tsx:6:5)\n at QueryClientProvider (http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=2d05597e:3018:3)""} ",Cannot convert undefined or null to object,,42,586,0,0,4,0,22,3,0,0,1,0,0,1,0,1,0,unknown,0
"Cannot convert undefined or null to object {""file"":""unknown"",""function"":""componentDidCatch"",""component"":""ErrorBoundary"",""operation"":""React component render"",""stack"":""\n at Ak (http://tauri.localhost/assets/index-bU4APriR.js:375:62216)\n at main (<anonymous>)\n at div (<anonymous>)\n at Mk (http://tauri.localhost/assets/index-bU4APriR.js:375:86737)\n at wD (http://tauri.localhost/assets/index-bU4APriR.js:334:10837)\n at Ok (http://tauri.localhost/assets/index-bU4APriR.js:381:12238)\n at lS (http://tauri.localhost/assets/index-bU4APriR.js:240:1936)""} ",Cannot convert undefined or null to object,,42,511,0,0,4,0,13,0,1,0,1,0,0,1,0,1,0,unknown,0
"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",No active window found,,22,123,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,unknown,0
